YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_1,total_volume_area_2,total_volume_area_3,total_volume_area_4,total_volume_area_9,total_volume_area_10,total_volume_area_11,total_volume_area_12,total_volume_area_13,total_volume_area_14
2024-02,9,8,7,7,0,3,1,0,1,6,0,1,0,2,1,14,2,8,1,1,0,0,0,0,0,45,1,0,0,7,2,5,0,5,4,0,0,1,0,1,13,4,6,2,4,17,9,0,1,0,10,0,1,1,0,0,,,,,202.0,,,,,
2024-03,9,4,8,2,2,8,3,0,0,4,0,0,0,3,1,23,4,0,1,3,2,0,0,0,0,42,1,0,0,6,2,1,1,6,3,0,0,2,1,0,13,5,3,7,10,12,16,55,1,0,10,1,0,0,0,1,,,,,267.0,,,,,
2024-04,9,7,10,10,2,9,2,0,0,2,0,1,1,2,0,28,4,3,1,0,3,4,0,3,1,46,0,0,0,10,1,3,4,4,3,0,0,0,0,3,23,2,18,5,5,15,21,73,2,2,11,4,1,0,0,2,,,,,351.0,,,,,
2024-05,9,5,7,11,1,11,2,0,0,5,0,0,0,3,1,25,3,2,1,1,5,2,2,0,0,41,1,4,0,13,0,5,5,8,3,0,0,3,0,0,26,1,34,56,43,27,38,46,0,0,6,5,0,3,0,11,,,,,466.0,,,,,
2024-06,9,5,2,14,1,9,2,0,1,1,0,0,0,6,1,19,0,2,6,0,3,0,0,0,0,42,1,0,1,41,2,2,3,1,5,0,0,2,0,0,10,5,47,20,18,17,33,32,0,1,7,1,0,1,1,3,,,,,368.0,,,,,
2024-07,9,4,2,16,0,7,4,0,1,9,0,0,0,3,0,28,1,1,4,2,1,0,0,0,0,53,4,4,0,35,0,4,8,7,4,0,0,0,3,2,33,0,40,29,14,11,16,32,0,0,8,4,1,1,0,4,,,,,400.0,,,,,
2024-08,9,11,0,8,0,9,3,1,0,1,1,0,0,5,2,31,6,1,1,0,1,0,0,0,0,23,7,2,0,26,3,11,5,3,3,0,0,5,0,1,12,2,24,22,24,5,27,36,1,1,2,1,0,1,0,4,,,,,332.0,,,,,
2024-09,9,7,5,4,0,7,3,0,0,4,0,0,7,6,1,24,1,0,2,0,3,1,0,0,0,14,2,8,2,15,0,2,2,6,3,0,0,6,0,0,34,3,43,18,11,9,17,28,0,0,5,0,1,0,1,1,,,,,306.0,,,,,
2024-10,9,8,2,3,0,21,1,0,0,7,0,1,0,6,0,21,3,3,0,0,0,4,1,0,0,6,1,1,0,11,0,4,1,4,1,0,0,0,2,0,18,1,13,9,13,45,23,48,4,3,5,2,1,2,0,8,,,,,307.0,,,,,
2024-11,9,8,5,2,0,6,0,0,0,1,0,0,0,4,0,22,6,0,1,1,0,0,0,1,0,18,0,0,1,5,2,3,5,4,1,0,0,0,0,2,20,1,13,10,12,8,16,54,0,1,4,2,0,1,0,10,,,,,250.0,,,,,
2024-12,9,13,5,2,0,12,2,1,1,6,1,0,0,4,1,20,3,1,0,2,1,6,0,0,0,13,0,0,1,5,2,3,0,3,3,0,0,3,1,3,4,2,11,4,6,3,5,50,0,1,5,3,0,3,0,4,,,,,219.0,,,,,
2025-01,9,10,1,3,1,15,1,1,0,23,0,1,0,3,0,19,0,5,0,1,0,6,0,0,1,31,5,0,0,6,2,2,6,3,3,0,0,0,0,0,14,1,11,3,2,0,8,110,3,0,5,6,0,0,0,0,,,,,312.0,,,,,
2025-02,9,17,1,3,0,10,1,1,0,17,0,0,0,2,1,13,1,3,1,0,0,2,1,0,0,33,2,3,1,3,3,3,2,1,0,0,0,7,1,1,3,0,9,0,4,1,6,67,2,0,6,1,0,0,0,0,,,,,233.0,,,,,
2025-03,9,15,1,33,1,17,2,2,0,3,0,0,0,3,0,27,8,2,0,7,3,2,2,2,0,60,1,2,0,9,0,3,1,2,1,0,0,1,0,0,15,0,9,4,9,4,17,25,0,0,7,1,0,1,0,1,,,,,303.0,,,,,
2025-04,9,10,6,19,0,18,2,0,0,8,0,0,0,4,2,23,1,3,0,1,0,0,1,0,0,98,3,6,0,8,0,4,6,6,4,0,0,1,0,0,16,1,10,12,12,15,13,1,0,0,1,3,5,3,0,2,,,,,328.0,,,,,
2025-05,9,12,3,23,0,26,6,0,0,3,0,0,0,3,0,19,12,3,9,2,3,4,1,0,0,41,1,3,0,4,0,4,2,5,5,0,0,3,0,1,25,4,14,29,38,9,41,1,0,1,3,2,1,0,0,11,,,,,377.0,,,,,
2025-06,9,10,6,19,0,28,4,4,0,13,0,0,0,5,1,25,2,2,1,1,2,3,1,0,1,34,1,2,0,16,2,8,0,7,3,0,0,1,1,1,23,1,6,21,30,11,27,0,13,0,4,3,0,1,3,5,,,,,352.0,,,,,
2025-07,9,10,0,11,0,16,6,2,0,7,0,0,0,4,2,29,7,2,0,1,5,0,2,1,1,26,4,1,2,20,3,7,4,6,3,0,0,0,1,1,4,3,10,14,15,8,26,0,1,0,13,2,0,1,1,7,,,,,289.0,,,,,
2025-08,9,9,0,9,0,15,4,11,0,5,0,0,0,7,1,34,3,1,1,3,4,2,0,0,0,30,3,5,0,15,6,4,4,5,3,0,0,2,2,0,25,2,19,27,31,15,26,7,1,3,21,4,0,3,6,3,,,,,381.0,,,,,
2025-09,9,13,7,8,0,34,1,0,1,4,1,0,0,14,2,29,3,2,0,0,0,0,5,0,0,15,1,1,0,16,6,4,0,4,3,0,0,0,0,1,26,5,8,9,10,16,26,8,0,1,51,0,1,4,1,2,,,,,343.0,,,,,
2025-10,9,13,7,7,0,18,2,0,1,4,0,0,0,5,0,22,5,2,0,3,1,8,2,5,0,5,2,7,0,13,0,3,3,7,0,0,0,1,0,0,13,2,14,7,5,11,16,2,0,0,33,0,0,2,0,8,,,,,259.0,,,,,
2025-11,9,10,11,6,0,16,2,0,1,2,0,0,0,3,0,22,10,1,1,0,1,1,3,0,0,23,0,0,0,9,3,0,0,1,2,0,0,0,1,0,18,2,7,5,12,5,6,0,0,0,6,1,0,0,0,6,,,,,197.0,,,,,
2025-12,9,6,1,0,0,13,0,1,1,6,0,0,0,4,2,15,5,1,0,2,0,0,0,0,0,6,2,0,0,4,0,1,1,1,4,0,0,2,0,0,5,3,5,1,12,1,5,0,0,1,13,1,0,4,0,1,,,,,130.0,,,,,
2019-01,10,6,36,3,0,22,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,15,0,0,0,0,0,9,3,219,12,0,0,0,0,0,25,0,4,0,0,2,10,11,1,0,202,0,3,0,0,0,,,,,,594.0,,,,
2019-02,10,16,38,12,1,18,8,2,0,7,0,2,0,1,0,57,0,1,2,2,3,0,0,0,1,123,0,0,1,2,1,13,8,13,7,0,0,4,3,0,144,2,2,1,0,3,12,23,1,0,187,3,5,0,0,0,,,,,,729.0,,,,
2019-03,10,20,51,25,1,28,10,0,0,34,0,2,0,7,2,71,19,10,1,4,5,1,5,3,1,415,5,10,3,21,11,40,22,15,21,0,2,7,2,2,152,4,21,26,9,21,41,49,2,0,208,5,3,2,0,6,,,,,,1425.0,,,,
2019-04,10,20,37,23,3,25,10,0,0,17,0,1,3,10,2,92,7,8,7,12,8,2,1,2,2,181,15,3,1,34,13,35,32,19,30,0,1,4,3,5,122,11,33,49,29,29,42,47,4,3,97,13,0,5,0,5,,,,,,1157.0,,,,
2019-05,10,30,29,41,3,41,24,1,0,22,0,0,2,23,5,105,8,17,3,8,12,0,5,1,0,225,15,6,1,27,13,56,53,27,17,4,1,13,4,1,129,2,26,54,27,18,65,75,5,8,38,28,1,3,3,13,,,,,,1338.0,,,,
2019-06,10,29,35,21,6,40,11,1,1,9,1,2,1,36,2,97,11,13,6,15,7,1,5,9,2,234,7,12,0,44,18,35,17,22,55,1,0,10,5,6,75,6,22,89,36,21,80,118,3,3,41,6,0,4,29,26,,,,,,1386.0,,,,
2019-07,10,38,49,20,4,24,14,3,1,17,0,1,3,42,7,128,10,17,2,12,8,1,5,5,3,170,9,13,5,80,14,52,20,15,20,1,0,4,5,4,131,2,12,85,38,51,56,119,7,4,228,4,4,3,22,22,,,,,,1614.0,,,,
2019-08,10,45,46,13,5,21,14,2,0,13,1,0,1,25,9,139,12,12,1,5,7,0,9,4,1,141,7,13,4,92,18,31,20,21,33,1,0,6,4,2,146,4,14,67,37,13,65,162,1,1,279,15,3,5,20,19,,,,,,1629.0,,,,
2019-09,10,31,54,25,4,22,14,0,0,22,2,1,3,42,5,106,11,19,2,9,10,13,2,11,0,156,9,22,2,88,10,27,19,18,39,0,2,8,4,1,142,7,28,75,33,19,54,117,0,4,247,11,15,3,24,12,,,,,,1604.0,,,,
2019-10,10,35,64,32,4,26,9,3,0,36,0,0,5,27,0,71,15,11,2,8,14,2,1,0,0,106,7,13,1,51,7,22,20,10,45,1,4,7,3,2,166,5,53,56,38,24,46,94,1,3,65,19,4,5,5,16,,,,,,1264.0,,,,
2019-11,10,35,41,12,2,21,6,2,0,20,0,0,7,21,0,48,13,10,3,9,7,4,1,1,0,81,8,25,0,27,2,8,12,3,103,0,0,14,9,13,105,13,21,32,22,2,20,28,0,4,25,13,2,1,0,38,,,,,,894.0,,,,
2019-12,10,53,26,7,1,25,6,0,0,20,0,1,17,13,2,36,22,5,0,6,13,0,6,4,3,120,5,19,3,14,3,11,8,5,52,1,1,5,4,14,108,7,30,20,3,2,11,26,0,5,23,9,4,1,0,8,,,,,,788.0,,,,
2020-01,10,60,30,2,1,43,4,1,2,20,0,0,5,16,0,44,20,2,2,8,16,3,2,0,3,116,15,7,2,22,5,14,12,24,43,0,0,2,3,2,139,9,18,6,16,5,19,15,0,3,18,10,0,7,0,1,,,,,,817.0,,,,
2020-02,10,35,22,5,2,19,7,0,0,23,0,0,5,14,2,46,17,1,4,3,8,4,1,0,2,79,8,8,2,23,6,10,5,11,35,2,0,7,5,1,77,3,12,3,5,13,24,13,2,3,17,2,1,1,0,0,,,,,,598.0,,,,
2020-03,10,29,25,12,3,41,8,1,9,14,0,2,0,16,2,57,11,3,1,12,3,1,8,1,0,210,6,16,0,47,4,10,9,9,41,0,0,7,2,3,96,7,40,10,5,24,34,35,1,3,17,6,2,2,0,2,,,,,,907.0,,,,
2020-04,10,16,18,9,3,33,14,1,20,10,1,1,1,17,6,65,6,6,3,10,4,0,7,1,0,138,12,6,3,46,10,15,14,17,25,0,0,4,2,4,65,5,27,46,11,18,24,51,2,6,13,17,1,4,0,18,,,,,,856.0,,,,
2020-05,10,26,23,19,18,27,21,6,9,23,2,0,0,27,1,128,17,14,3,11,5,0,8,0,1,54,26,19,2,104,9,28,53,17,105,0,0,3,3,4,99,4,18,61,13,31,52,82,5,4,10,77,4,224,7,31,,,,,,1538.0,,,,
2020-06,10,30,19,6,3,34,13,2,11,12,0,0,0,21,5,129,18,9,4,15,5,1,10,0,1,35,29,14,1,105,11,31,16,14,92,1,2,3,5,6,134,7,19,128,83,29,60,183,2,8,6,12,3,8,2,20,,,,,,1417.0,,,,
2020-07,10,36,33,11,2,53,15,4,11,19,0,2,2,23,6,141,16,8,3,9,4,2,5,1,1,55,12,11,3,114,4,24,9,14,61,1,7,9,2,8,97,4,26,82,52,28,47,131,4,3,13,4,2,2,3,15,,,,,,1254.0,,,,
2020-08,10,30,35,5,1,44,9,1,12,29,0,0,1,17,3,131,6,13,5,11,9,5,5,0,0,51,18,9,1,82,20,26,13,20,55,0,0,4,4,1,113,6,19,227,227,13,63,102,1,4,11,3,1,1,5,14,,,,,,1486.0,,,,
2020-09,10,46,16,14,4,35,6,0,4,58,2,0,1,27,3,95,12,9,6,8,7,8,6,11,1,39,23,7,1,118,75,13,10,23,18,0,2,3,8,1,106,12,11,68,41,16,39,79,1,3,13,5,10,1,0,13,,,,,,1138.0,,,,
2020-10,10,39,24,9,5,40,12,2,9,12,0,0,1,21,5,108,9,8,5,7,8,4,3,2,0,24,4,11,4,70,19,16,9,13,19,2,4,2,5,2,156,7,23,68,40,12,26,68,1,2,7,4,0,2,0,16,,,,,,969.0,,,,
2020-11,10,37,28,3,2,33,4,1,12,45,0,0,0,15,2,72,7,10,1,8,6,3,8,3,3,21,10,5,1,63,4,14,8,9,21,1,0,6,2,6,90,8,19,41,37,5,37,44,0,10,6,8,0,0,0,34,,,,,,813.0,,,,
2020-12,10,25,15,11,3,55,13,0,20,48,1,2,1,8,3,60,14,5,1,8,6,3,2,2,1,80,16,4,0,45,1,11,10,6,30,0,0,5,3,3,57,3,9,15,3,5,14,22,6,1,6,9,1,5,0,7,,,,,,684.0,,,,
2021-01,10,31,16,4,0,41,5,0,21,52,0,0,2,0,4,55,9,3,2,9,6,7,4,1,0,95,8,1,1,36,7,9,5,10,24,0,0,4,4,1,54,4,11,4,3,9,23,16,2,2,9,5,3,0,0,0,,,,,,622.0,,,,
2021-02,10,55,13,1,2,42,7,1,4,10,0,0,0,3,4,35,0,5,1,39,4,6,2,0,3,21,63,3,0,9,9,13,8,3,22,0,0,2,1,0,74,6,13,2,3,3,8,9,0,2,3,6,0,13,0,0,,,,,,533.0,,,,
2021-03,10,62,15,23,6,64,12,3,7,28,0,0,1,9,2,76,8,14,3,17,0,2,4,0,0,166,46,10,2,66,11,30,6,19,16,0,0,5,0,3,279,9,23,14,26,15,38,41,3,2,13,6,2,2,0,4,,,,,,1213.0,,,,
2021-04,10,50,16,12,3,39,10,0,4,17,1,0,3,36,2,89,27,10,1,9,4,5,2,1,0,104,25,8,12,80,9,28,7,23,43,1,16,3,1,6,48,5,10,45,19,22,47,51,2,3,14,8,2,3,0,7,,,,,,993.0,,,,
2021-05,10,22,2,12,1,36,17,2,5,21,1,1,0,24,8,69,12,7,6,4,8,1,8,2,1,51,17,9,8,84,22,17,7,20,19,1,0,10,6,4,64,1,9,40,27,21,43,75,0,1,8,11,3,1,4,22,,,,,,875.0,,,,
2021-06,10,46,5,6,8,48,15,2,1,15,0,0,1,28,5,113,14,16,11,17,8,0,3,2,1,76,70,11,4,155,12,35,32,21,35,0,0,8,1,4,50,7,43,84,61,32,65,109,6,2,5,26,1,19,7,17,,,,,,1363.0,,,,
2021-07,10,30,9,14,8,35,24,0,6,25,2,0,1,25,3,106,25,15,3,19,6,1,10,3,1,92,25,14,0,185,17,34,20,19,51,0,1,5,6,2,58,1,33,71,91,21,61,110,2,2,137,11,0,10,3,19,,,,,,1472.0,,,,
2021-08,10,61,14,6,4,45,16,2,5,22,3,0,1,24,8,87,22,10,3,15,3,3,13,6,2,76,10,14,1,122,9,24,19,25,27,1,0,0,3,4,118,6,31,220,156,50,97,145,4,3,62,6,1,1,4,20,,,,,,1634.0,,,,
2021-09,10,42,11,18,3,31,12,0,1,47,1,0,0,16,5,95,24,10,10,10,6,2,14,14,1,73,20,10,4,150,3,33,12,20,29,0,0,7,2,5,50,5,13,61,27,25,46,99,0,2,27,6,7,4,3,17,,,,,,1133.0,,,,
2021-10,10,44,12,13,5,30,9,3,5,42,1,0,1,22,2,77,21,19,1,8,6,5,3,2,1,48,22,9,5,119,4,16,31,13,11,0,1,2,3,1,91,6,20,51,46,12,39,75,4,2,8,26,1,5,0,15,,,,,,1018.0,,,,
2021-11,10,26,3,4,1,34,8,0,1,41,0,3,0,23,1,81,14,5,3,10,5,1,6,4,1,70,11,7,1,66,3,6,8,11,27,2,1,6,3,10,49,5,13,27,18,7,28,32,2,1,11,12,1,2,0,23,,,,,,738.0,,,,
2021-12,10,32,6,3,1,17,9,1,3,81,0,1,0,14,2,64,10,2,2,10,7,16,5,23,9,61,12,7,2,52,3,8,6,5,26,0,1,7,5,5,53,12,5,36,31,4,30,21,0,2,11,14,1,2,0,8,,,,,,748.0,,,,
2022-01,10,40,9,1,3,41,6,2,9,62,1,1,2,10,0,56,17,5,2,22,4,18,4,3,2,37,24,2,0,30,3,8,5,3,18,1,1,4,4,2,19,5,15,6,5,6,8,15,5,0,11,6,1,1,0,0,,,,,,565.0,,,,
2022-02,10,39,5,4,3,34,1,0,1,21,0,0,3,11,4,51,17,6,0,12,6,3,5,1,2,102,15,10,3,25,4,12,9,9,21,0,0,0,1,4,61,9,21,8,6,3,9,0,3,2,13,5,1,5,0,0,,,,,,590.0,,,,
2022-03,10,41,6,23,4,28,12,2,1,13,1,0,0,21,2,72,24,10,4,9,8,1,5,0,2,295,20,18,3,55,11,21,8,17,17,0,0,5,4,1,83,8,28,26,15,23,44,2,1,5,5,11,0,6,0,8,,,,,,1029.0,,,,
2022-04,10,43,5,47,2,30,5,0,0,14,1,1,1,27,3,64,18,4,2,9,3,5,6,2,1,407,28,19,4,98,5,32,9,15,11,0,2,5,4,5,58,7,6,32,10,44,54,35,3,3,12,13,0,2,0,7,,,,,,1223.0,,,,
2022-05,10,36,12,27,4,34,14,3,2,15,1,1,1,19,3,101,25,10,2,11,12,2,13,0,0,199,15,40,4,89,14,27,29,27,8,1,0,8,10,5,49,3,17,41,29,68,62,65,4,3,9,18,0,4,5,22,,,,,,1223.0,,,,
2022-06,10,34,8,20,2,40,28,4,3,22,1,0,1,31,6,88,15,8,4,7,17,0,2,3,2,104,21,13,3,136,13,28,19,20,5,1,0,7,4,5,80,3,15,106,64,46,49,126,5,1,24,15,0,2,7,20,,,,,,1288.0,,,,
2022-07,10,32,9,11,2,29,12,3,1,36,1,0,11,23,2,104,17,16,2,12,9,3,11,2,5,77,27,11,0,141,8,29,7,21,7,0,0,4,3,4,119,4,13,192,102,41,73,113,4,2,16,11,1,2,4,19,,,,,,1408.0,,,,
2022-08,10,60,22,14,1,30,20,3,0,16,3,2,8,32,2,92,25,9,3,8,11,0,9,0,1,70,22,16,2,171,14,24,7,14,14,0,1,4,7,4,107,15,19,101,53,44,49,101,1,4,15,2,1,1,8,18,,,,,,1280.0,,,,
2022-09,10,42,7,5,7,25,10,3,1,32,0,0,26,32,5,67,16,8,5,7,9,2,15,7,1,47,8,27,3,91,10,20,10,16,15,0,2,9,3,3,112,3,11,75,27,43,50,58,1,3,21,9,9,5,3,14,,,,,,1040.0,,,,
2022-10,10,38,13,10,1,23,12,1,2,17,0,0,10,16,3,58,19,6,3,10,12,2,7,0,1,46,7,7,1,84,5,7,15,11,25,1,2,2,2,1,70,4,14,36,35,25,45,54,0,4,10,5,1,2,0,24,,,,,,809.0,,,,
2022-11,10,48,18,4,1,21,15,3,3,26,0,0,8,12,2,53,12,6,1,16,5,3,1,7,1,41,8,1,1,51,3,6,19,6,11,0,0,5,1,5,66,11,25,53,31,19,32,26,1,2,7,3,0,0,0,27,,,,,,727.0,,,,
2022-12,10,32,9,2,1,24,9,3,1,39,0,0,1,6,0,38,17,4,1,16,6,7,5,11,1,60,10,1,0,42,1,8,13,3,6,0,1,3,3,3,45,4,7,12,6,135,12,16,1,1,7,10,3,3,0,5,,,,,,654.0,,,,
2023-01,10,37,16,8,2,55,7,1,2,31,0,0,6,10,3,63,35,4,3,5,3,5,3,1,2,126,12,3,2,37,21,12,9,19,13,1,3,7,5,4,50,2,23,9,7,21,11,0,1,0,19,12,0,3,0,3,,,,,,737.0,,,,
2023-02,10,45,10,20,1,38,7,2,3,34,0,1,3,13,1,56,41,6,3,8,6,5,2,2,0,154,4,2,2,42,7,16,19,13,14,0,1,7,6,6,81,8,11,10,12,13,20,16,0,1,5,29,1,18,0,3,,,,,,828.0,,,,
2023-03,10,47,9,46,2,70,7,0,5,12,2,0,2,27,4,45,27,3,2,19,3,2,9,0,0,212,3,3,0,47,6,13,8,10,12,0,1,3,4,3,48,10,18,12,8,15,39,14,3,2,9,9,3,4,0,3,,,,,,865.0,,,,
2023-04,10,47,23,18,2,43,9,2,1,19,0,0,17,11,3,54,21,5,1,15,6,2,2,4,0,142,9,7,0,69,5,13,11,12,14,1,0,9,6,9,37,7,13,39,28,28,56,45,1,1,16,14,2,8,2,14,,,,,,923.0,,,,
2023-05,10,37,15,17,1,116,14,0,2,15,0,0,8,23,4,102,31,8,7,13,9,1,9,2,0,126,8,9,1,110,7,12,14,16,11,1,0,3,6,4,51,7,19,22,15,32,53,65,3,8,26,3,1,1,0,24,,,,,,1092.0,,,,
2023-06,10,46,10,11,2,35,20,1,2,11,0,0,7,34,3,78,33,12,4,5,6,2,11,0,1,81,18,12,2,136,6,28,18,18,7,1,2,10,4,4,100,5,26,105,42,71,59,130,2,6,29,4,1,4,5,22,,,,,,1292.0,,,,
2023-07,10,50,9,12,7,43,11,2,2,17,1,1,4,27,4,118,47,10,3,14,2,0,5,3,3,108,7,2,1,120,19,23,20,18,7,2,0,6,3,7,59,5,16,128,80,35,65,85,1,5,37,26,1,30,4,17,,,,,,1332.0,,,,
2023-08,10,47,15,15,1,47,12,3,2,29,1,0,1,28,2,111,16,11,8,13,9,7,6,3,0,81,12,9,1,166,10,18,13,23,19,0,1,10,5,4,75,3,33,82,56,18,55,62,0,2,19,22,1,3,6,16,,,,,,1212.0,,,,
2023-09,10,55,7,15,3,30,11,3,1,35,1,0,1,47,0,100,25,6,4,5,1,4,6,11,1,43,7,10,4,115,10,14,11,12,9,0,0,3,3,3,36,4,39,49,19,22,36,81,4,9,34,17,3,6,3,9,,,,,,987.0,,,,
2023-10,10,50,13,13,1,32,11,2,3,31,2,0,5,11,1,69,24,9,1,6,5,3,7,5,1,38,6,4,1,59,9,13,6,7,12,2,0,10,4,4,45,4,15,51,15,35,45,103,2,4,12,8,5,0,1,21,,,,,,846.0,,,,
2023-11,10,44,14,5,1,43,5,1,2,45,0,0,2,13,1,58,13,4,3,8,7,2,3,2,2,41,10,2,0,42,1,5,9,9,9,0,1,4,4,10,75,1,24,22,7,6,23,80,0,0,19,9,0,0,2,27,,,,,,720.0,,,,
2023-12,10,31,15,12,2,30,8,2,2,10,0,1,4,9,1,51,21,11,1,8,7,0,5,1,0,47,6,5,0,23,4,2,9,6,10,0,0,12,5,6,35,1,22,4,2,7,12,95,1,2,17,5,1,6,0,8,,,,,,585.0,,,,
2024-01,10,45,15,8,1,53,10,3,0,46,0,0,3,12,1,75,32,6,4,17,7,12,2,2,1,70,11,5,0,36,2,4,9,11,17,0,0,11,5,3,73,5,32,9,23,10,21,77,0,1,28,28,0,17,0,3,,,,,,866.0,,,,
2024-02,10,64,29,14,3,68,5,1,0,14,2,0,3,31,5,63,9,9,2,12,7,3,9,0,1,172,3,2,0,29,6,13,9,12,12,0,0,0,4,5,47,1,29,12,13,14,28,103,0,1,15,7,0,4,0,6,,,,,,901.0,,,,
2024-03,10,55,18,11,1,34,6,5,5,11,0,1,1,15,0,70,31,7,2,13,8,3,7,0,2,140,9,4,1,44,3,9,23,15,15,0,2,3,6,4,52,4,23,16,16,19,38,53,8,2,32,17,3,4,0,11,,,,,,882.0,,,,
2024-04,10,67,8,26,2,52,12,2,0,14,0,1,5,16,2,90,22,12,1,8,12,1,14,2,1,104,9,11,1,65,2,9,25,21,10,0,0,6,4,3,26,1,19,52,21,30,50,5,4,6,26,21,0,2,0,11,,,,,,914.0,,,,
2024-05,10,58,20,19,4,46,18,2,1,12,1,0,3,23,1,80,18,11,3,6,12,2,16,0,1,109,8,11,1,75,6,17,20,21,17,0,2,6,1,4,76,8,52,140,122,24,103,3,3,4,22,18,1,4,12,40,,,,,,1287.0,,,,
2024-06,10,65,19,13,1,34,11,2,1,24,3,1,0,33,3,101,10,9,50,9,7,4,9,6,4,75,6,6,2,124,4,15,12,18,13,1,2,14,3,4,98,1,35,118,138,19,77,6,1,3,16,12,52,1,16,31,,,,,,1342.0,,,,
2024-07,10,69,5,11,1,44,19,3,8,12,1,0,0,38,5,141,9,12,9,21,10,2,8,3,2,106,10,16,0,128,6,11,23,17,8,1,3,3,6,5,71,6,30,146,83,13,67,17,2,6,12,20,3,7,9,24,,,,,,1292.0,,,,
2024-08,10,46,6,16,1,45,12,1,4,13,2,0,1,44,3,112,18,13,8,11,6,0,3,1,3,136,10,13,2,119,5,8,7,17,15,1,2,14,5,5,42,3,25,70,90,28,54,69,9,3,23,10,1,2,9,21,,,,,,1187.0,,,,
2024-09,10,48,3,14,0,56,6,3,6,17,0,0,2,40,4,101,29,7,6,13,8,2,4,7,1,70,9,11,0,109,7,11,7,8,12,0,1,4,5,3,57,3,35,63,49,20,51,18,3,0,19,2,1,1,3,22,,,,,,981.0,,,,
2024-10,10,52,4,14,0,57,12,5,3,15,1,0,0,27,2,113,24,13,4,2,4,6,3,3,2,92,10,14,0,79,9,9,6,16,10,0,0,5,4,2,41,7,14,38,61,15,40,86,3,3,24,5,2,2,2,19,,,,,,984.0,,,,
2024-11,10,53,14,12,0,61,4,0,3,17,0,2,6,25,3,86,10,16,2,10,3,0,2,2,2,65,9,4,0,47,4,12,5,11,9,0,0,9,8,11,49,6,21,24,22,12,26,86,1,3,12,12,1,9,0,24,,,,,,835.0,,,,
2024-12,10,62,4,11,1,44,3,0,2,51,1,0,1,15,0,88,9,3,3,12,5,5,5,3,1,64,9,5,2,35,2,6,7,3,10,0,0,1,1,7,31,4,17,9,12,9,17,60,1,1,17,9,1,8,0,13,,,,,,690.0,,,,
2025-01,10,57,13,4,1,47,5,2,1,50,0,0,0,5,1,68,9,7,4,7,1,20,8,2,5,79,15,1,0,25,3,6,10,8,11,0,0,16,2,0,77,5,36,3,4,3,12,52,5,0,35,29,2,10,0,1,,,,,,767.0,,,,
2025-02,10,46,12,3,0,25,8,1,1,22,0,1,2,12,0,57,15,9,1,10,6,0,6,2,0,122,1,5,1,15,5,8,4,11,6,1,0,3,4,1,29,5,19,4,11,14,25,94,5,1,24,2,1,4,0,0,,,,,,664.0,,,,
2025-03,10,74,26,34,1,77,8,3,1,20,2,0,1,14,1,101,18,7,3,9,3,5,10,3,2,152,5,14,2,32,1,8,5,6,6,0,0,10,5,4,84,6,63,23,29,9,41,36,3,0,23,8,3,7,0,12,,,,,,1020.0,,,,
2025-04,10,47,14,23,0,65,13,1,1,16,0,0,1,26,5,82,34,13,5,9,3,3,11,1,1,180,5,5,0,69,5,11,16,25,18,1,4,2,6,4,40,2,22,33,26,19,49,3,1,6,17,12,0,7,0,18,,,,,,980.0,,,,
2025-05,10,49,10,20,2,61,9,3,2,4,0,0,1,30,4,104,11,9,2,12,4,1,6,1,1,184,9,12,0,77,9,13,9,20,13,0,0,3,4,3,45,13,29,282,237,40,66,4,1,3,7,8,1,1,5,44,,,,,,1488.0,,,,
2025-06,10,42,11,19,2,107,13,4,1,13,2,0,3,27,4,99,19,6,6,15,6,2,15,0,1,162,5,8,0,118,8,9,9,15,13,0,2,1,6,7,44,4,54,98,76,70,54,14,4,2,23,4,1,3,2,35,,,,,,1268.0,,,,
