YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_23,total_volume_area_24,total_volume_area_26
2019-03,28,23,18,15,0,29,29,3,3,17,4,4,0,4,4,38,49,14,1,12,3,2,1,9,1,627,9,3,23,33,27,15,15,13,133,0,0,19,5,21,164,11,146,5,5,3,6,10,8,2,20,6,0,2,0,3,,,
2019-04,28,22,21,13,1,16,18,0,1,19,8,6,3,7,21,27,97,16,0,5,15,2,4,3,0,309,3,7,21,49,22,17,17,24,76,7,2,37,19,18,126,19,113,19,2,3,10,13,3,4,11,19,1,6,0,1,,,
2019-05,28,28,30,18,5,11,28,5,1,6,15,5,1,6,39,30,133,8,12,16,12,4,3,1,1,345,7,27,10,52,25,28,37,26,91,3,1,17,10,8,148,11,177,5,8,6,19,26,5,6,14,42,1,12,66,4,,,
2019-06,28,28,19,23,0,12,35,5,3,8,6,5,11,11,18,34,210,13,6,12,17,7,6,5,1,353,15,16,28,71,24,47,22,18,93,1,7,23,7,5,194,6,120,13,11,9,23,62,6,8,5,11,1,1,156,9,,,
2019-07,28,38,38,23,0,18,39,6,5,12,5,10,0,23,35,51,238,14,3,18,12,6,3,46,1,279,11,19,34,138,43,19,12,28,81,4,3,22,8,11,186,20,123,11,18,5,19,47,7,4,89,10,1,2,251,8,,,
2019-08,28,36,39,13,2,23,38,21,3,11,17,5,0,19,31,49,263,14,6,27,9,23,3,17,2,258,12,20,24,98,43,21,18,16,69,3,8,15,22,10,160,12,176,14,18,1,19,55,0,5,61,4,1,2,309,3,,,
2019-09,28,43,31,30,1,17,42,3,4,9,19,5,1,24,19,39,229,34,1,11,8,4,4,5,1,255,16,21,15,65,14,13,14,29,64,1,1,11,12,12,154,14,170,15,8,3,19,96,6,10,37,14,0,4,177,3,,,
2019-10,28,36,21,22,5,20,33,8,1,4,7,4,4,13,14,29,305,24,0,6,16,2,7,7,1,153,7,15,17,75,8,14,14,20,95,1,3,29,6,13,109,12,173,11,6,1,8,40,4,13,87,23,3,3,33,4,,,
2019-11,28,36,9,8,1,5,33,7,2,7,1,2,9,11,14,15,239,15,0,6,4,7,5,22,4,151,14,11,15,45,13,4,10,10,81,4,2,16,6,12,159,9,147,2,4,4,7,21,1,11,43,15,2,5,0,11,,,
2019-12,28,33,18,12,2,13,22,6,0,17,5,2,3,8,7,28,180,12,0,3,6,4,3,3,4,106,5,9,20,43,10,8,6,10,82,2,2,27,9,18,115,10,122,1,3,3,2,3,1,5,25,11,0,1,0,7,,,
2020-01,28,32,30,7,0,15,27,5,3,10,5,1,18,17,13,32,160,16,3,5,11,1,1,6,8,192,11,8,12,25,17,5,9,12,249,1,4,35,8,9,168,13,109,4,1,0,9,11,1,2,12,14,0,4,0,0,,,
2020-02,28,26,11,4,0,11,18,7,0,7,5,2,10,10,11,23,348,4,1,16,6,5,4,8,4,123,17,8,16,29,19,8,12,12,165,2,2,22,4,17,112,8,92,0,2,2,2,7,3,4,13,6,1,1,0,0,,,
2020-03,28,25,16,5,0,14,25,4,38,10,7,12,13,16,18,24,136,10,0,14,10,3,9,2,2,116,13,12,12,39,17,17,12,6,72,2,2,10,12,13,74,11,124,0,5,2,3,3,4,9,2,17,0,1,0,3,,,
2020-04,28,27,12,45,1,10,19,7,158,5,12,6,5,18,27,23,233,9,3,10,6,15,1,3,0,126,8,5,7,31,18,8,14,4,54,1,1,14,7,16,38,3,85,13,4,43,4,35,4,5,6,12,0,3,0,9,,,
2020-05,28,33,10,7,2,41,19,5,57,9,11,4,7,11,22,64,191,20,1,18,6,5,1,2,3,127,12,13,5,94,24,4,20,15,71,0,4,9,5,17,53,12,92,8,5,4,7,26,4,9,3,54,0,8,25,15,,,
2020-06,28,44,11,13,1,23,15,1,41,9,14,8,10,17,18,46,263,20,1,4,7,7,4,3,1,66,19,19,16,65,31,14,13,18,80,5,9,28,9,17,69,11,71,30,22,5,24,85,8,2,4,10,0,4,39,4,,,
2020-07,28,38,8,9,0,21,31,10,118,17,14,4,2,13,19,50,190,20,0,34,17,2,7,22,5,94,10,12,34,68,18,11,7,19,88,0,0,13,8,18,89,11,77,24,12,2,30,88,1,2,6,15,0,1,139,1,,,
2020-08,28,54,9,2,3,27,16,3,58,2,20,2,1,18,23,45,182,13,3,16,13,2,7,15,1,61,11,10,12,96,34,6,9,18,54,0,4,22,12,15,85,20,138,52,44,5,24,45,5,9,9,10,3,1,111,8,,,
2020-09,28,45,9,6,3,36,29,5,22,18,13,8,7,9,20,69,312,15,0,4,17,4,5,6,2,50,14,17,16,80,23,4,8,10,44,2,1,15,11,9,65,2,75,19,6,5,9,23,1,6,21,6,2,0,101,8,,,
2020-10,28,25,10,7,2,13,26,11,49,7,13,5,1,6,17,49,156,15,0,9,9,4,4,2,5,39,9,7,12,52,7,3,13,11,74,1,3,11,16,19,102,7,58,9,6,3,9,44,2,5,6,7,1,4,60,8,,,
2020-11,28,39,3,3,1,23,10,9,53,10,5,1,5,7,11,40,251,6,1,6,8,4,5,4,2,20,5,5,16,48,14,7,9,6,66,0,4,17,12,14,120,14,59,9,6,2,10,6,1,8,4,6,0,2,57,22,,,
2020-12,28,27,10,3,1,22,16,8,60,9,3,4,7,6,16,34,352,5,0,10,4,2,3,0,0,106,11,2,10,49,13,12,6,5,55,0,4,16,12,8,132,4,75,6,2,0,10,12,2,2,3,7,1,1,0,3,,,
2021-01,28,34,9,7,1,22,19,8,45,8,5,6,3,6,10,29,200,11,0,6,5,0,7,16,2,139,17,2,12,55,24,3,6,7,81,2,1,17,5,5,127,18,133,4,1,1,3,10,0,7,2,5,1,1,0,2,,,
2021-02,28,30,4,0,1,20,52,14,20,22,0,2,1,2,8,29,138,10,0,89,7,10,8,1,2,142,50,4,6,22,14,8,3,2,39,0,2,6,2,4,79,3,64,0,1,2,1,46,2,1,5,5,3,3,0,1,,,
2021-03,28,41,22,11,2,31,31,4,22,32,5,1,0,9,19,50,194,17,2,22,3,26,9,7,2,225,27,6,12,55,41,11,10,7,77,4,3,20,5,35,114,6,115,5,3,1,7,14,3,2,11,10,2,4,0,4,,,
2021-04,28,53,7,3,0,11,17,11,14,4,8,3,0,9,22,35,248,28,1,7,12,1,4,5,1,128,19,12,9,63,20,4,16,20,55,1,0,12,6,17,39,15,64,9,8,3,12,14,3,1,15,0,1,1,0,3,,,
2021-05,28,45,7,2,1,24,31,5,11,7,19,1,0,14,15,34,253,12,1,10,11,0,3,4,2,87,6,18,12,104,23,5,9,10,68,3,6,17,9,14,58,18,105,11,4,12,19,61,3,3,6,8,0,1,17,4,,,
2021-06,28,53,5,5,3,21,25,8,6,12,18,2,2,10,13,39,323,16,0,22,11,2,3,12,3,51,9,9,10,130,23,8,18,20,56,0,0,13,5,25,79,12,70,13,23,6,29,51,3,6,8,27,0,1,260,5,,,
2021-07,28,40,4,8,2,21,25,8,2,6,11,5,4,17,32,46,349,18,1,12,10,3,5,66,2,68,5,11,15,183,31,6,5,19,52,2,1,9,5,28,83,19,96,9,8,2,17,44,7,6,62,10,0,1,51,2,,,
2021-08,28,37,1,12,1,25,40,10,25,11,10,6,0,27,23,52,581,11,1,9,13,3,7,34,0,60,4,12,18,98,50,5,7,23,77,2,4,22,6,26,96,9,70,28,14,4,24,93,5,7,90,8,1,4,44,2,,,
2021-09,28,68,9,8,5,26,31,9,24,19,11,3,0,27,11,36,469,15,3,8,11,2,8,19,3,80,6,17,14,81,38,5,4,23,60,1,1,18,11,14,67,13,119,13,11,1,17,56,1,6,8,5,1,0,64,4,,,
2021-10,28,35,8,10,2,23,20,10,24,11,5,4,1,4,25,37,364,22,0,13,7,6,4,21,2,57,1,5,14,98,18,6,6,9,90,2,0,19,3,18,190,7,128,16,9,1,8,23,4,4,7,31,0,2,0,5,,,
2021-11,28,38,7,4,0,13,28,13,11,8,11,2,11,12,25,27,402,10,2,4,5,6,4,0,3,50,3,10,4,74,19,6,7,7,64,2,0,12,2,17,212,11,76,7,1,1,3,12,3,4,8,4,2,3,0,9,,,
2021-12,28,43,14,4,1,16,15,11,21,6,6,2,10,7,21,30,350,8,4,21,7,2,3,6,2,28,8,6,12,53,19,1,12,9,48,0,0,13,8,19,110,19,133,5,13,6,10,5,3,6,6,7,1,5,0,8,,,
2022-01,28,28,5,4,2,16,24,15,33,28,1,7,3,9,17,19,324,5,3,7,4,12,11,38,12,101,12,5,22,36,16,7,5,6,45,1,3,24,11,6,69,8,86,0,3,4,2,0,1,3,7,3,2,1,0,1,,,
2022-02,28,50,3,6,0,6,18,14,12,9,7,2,0,6,20,12,177,9,1,12,7,16,2,0,2,163,21,4,14,40,14,7,3,5,39,0,4,22,11,7,69,14,156,0,0,3,2,0,4,7,14,6,0,4,0,0,,,
2022-03,28,66,11,20,0,10,26,10,4,14,16,4,6,4,21,17,445,23,0,4,5,5,7,12,3,406,9,8,16,82,35,21,10,34,106,2,4,15,8,33,139,19,177,3,4,8,13,4,9,3,6,28,1,4,0,2,,,
2022-04,28,47,4,17,0,17,28,12,1,11,15,5,0,10,28,24,182,16,1,4,5,3,5,5,4,397,6,10,15,81,14,11,26,15,41,1,3,14,22,41,101,14,144,12,2,14,7,12,9,7,8,43,0,1,0,1,,,
2022-05,28,56,6,12,3,9,29,11,4,7,7,2,0,8,15,21,382,14,2,5,11,1,3,24,6,306,3,5,12,74,33,18,20,21,40,1,10,17,16,19,58,3,80,8,7,5,8,16,2,3,6,38,0,0,25,4,,,
2022-06,28,47,11,11,4,9,24,18,9,8,8,7,2,19,30,22,299,15,0,9,5,2,3,16,6,226,9,10,17,83,24,16,16,28,42,1,2,19,17,19,54,9,105,20,12,9,30,75,6,4,3,18,0,4,46,6,,,
2022-07,28,49,7,14,1,17,31,14,3,13,8,2,1,18,27,34,415,17,2,9,6,9,2,10,3,213,6,10,18,94,28,16,20,18,56,3,12,20,12,26,82,13,79,11,16,40,25,55,4,3,11,16,0,2,27,4,,,
2022-08,28,78,8,13,6,16,32,24,5,9,21,5,1,27,30,34,453,14,3,8,8,9,2,8,7,147,9,10,14,160,43,8,7,19,49,1,4,10,11,17,128,13,126,21,16,58,18,48,2,4,9,16,1,2,28,8,,,
2022-09,28,46,7,10,1,20,34,8,6,5,7,3,3,13,21,49,401,18,1,9,7,2,12,2,4,129,10,16,13,112,20,13,14,14,35,1,3,21,9,14,106,9,80,14,9,5,16,98,2,6,38,14,1,3,18,3,,,
2022-10,28,56,8,3,2,7,23,7,7,13,9,3,5,27,12,26,357,17,0,6,8,2,5,12,3,74,7,15,11,84,24,12,7,12,59,0,6,16,15,22,159,16,112,3,4,11,20,33,2,12,8,3,2,0,5,5,,,
2022-11,28,46,6,7,2,8,33,3,4,9,4,1,1,15,19,19,390,10,1,12,17,3,10,13,1,158,3,6,10,70,36,5,4,12,46,2,0,16,14,25,113,25,74,14,13,34,5,16,3,6,10,0,1,0,2,13,,,
2022-12,28,35,5,3,0,10,22,11,1,22,3,7,1,9,21,26,291,13,1,22,4,5,3,9,0,89,8,2,19,56,22,1,8,9,37,2,1,9,10,13,76,8,90,9,8,6,8,30,2,4,7,21,2,1,0,4,,,
2023-01,28,55,8,7,1,19,17,10,7,9,7,9,1,8,11,18,311,11,1,8,4,2,3,0,3,232,3,4,17,46,11,13,17,16,40,3,3,17,9,12,158,9,101,7,7,5,3,0,1,8,6,19,0,5,0,4,,,
2023-02,28,33,4,7,4,13,33,8,4,6,12,4,4,3,23,24,256,16,1,7,2,4,2,7,1,212,9,4,15,50,21,9,13,23,37,1,3,23,18,17,85,17,104,8,2,15,3,12,1,6,5,48,3,3,0,0,,,
2023-03,28,32,18,10,5,10,23,10,6,8,13,8,4,8,21,30,292,15,3,7,5,2,5,3,3,300,8,5,19,77,24,21,24,30,34,2,3,18,14,24,121,9,78,8,4,8,5,3,3,4,10,37,1,3,0,0,,,
2023-04,28,38,15,14,0,7,31,5,6,10,16,2,2,7,19,21,341,14,0,6,7,0,14,2,2,195,5,9,18,67,26,12,10,19,27,1,3,19,19,37,76,14,102,8,9,18,12,43,5,2,1,21,0,3,0,5,,,
2023-05,28,64,12,10,0,23,32,3,5,11,6,6,0,9,13,52,338,17,0,9,6,0,4,5,3,174,3,10,7,91,22,8,11,30,60,3,5,8,23,21,102,10,108,12,7,5,24,136,16,11,8,12,3,0,23,11,,,
2023-06,28,46,12,21,0,21,27,15,5,11,13,2,1,16,25,37,389,11,3,5,3,6,11,3,3,106,4,14,20,110,46,7,10,48,36,0,3,6,18,34,59,18,116,15,10,21,33,246,8,3,14,12,0,4,35,7,,,
2023-07,28,43,13,11,0,22,26,8,9,10,20,4,1,14,26,48,420,16,4,12,8,19,4,16,2,123,2,16,13,96,42,15,27,41,28,0,1,11,17,16,78,15,113,26,30,17,30,133,5,8,23,45,0,33,25,6,,,
2023-08,28,47,4,21,4,29,39,18,7,21,10,9,1,29,36,45,549,16,3,19,9,4,7,21,4,169,2,18,16,119,36,22,19,57,66,1,1,16,17,25,120,13,139,36,25,13,22,226,12,7,20,22,0,7,46,7,,,
2023-09,28,53,6,9,1,23,29,11,8,9,12,1,1,14,30,42,516,14,2,2,8,1,9,14,3,112,3,13,14,77,34,15,22,70,63,3,6,16,28,30,104,15,107,15,5,6,33,160,5,6,13,22,4,4,24,3,,,
2023-10,28,31,8,10,0,13,32,8,2,7,5,0,0,14,33,36,494,19,1,13,11,1,8,25,10,106,1,17,20,80,29,20,11,66,107,2,4,26,14,19,69,18,77,18,10,5,40,240,0,24,11,17,3,3,26,11,,,
2023-11,28,53,5,9,0,14,26,5,6,11,7,5,4,8,27,32,309,18,2,24,6,4,5,32,5,64,5,11,9,52,19,4,11,25,40,2,0,13,28,16,101,11,110,14,7,12,9,276,0,5,6,6,0,1,0,20,,,
2023-12,28,69,2,7,1,15,29,8,9,18,10,7,1,5,23,17,302,34,1,15,7,3,5,5,7,92,1,3,14,27,19,6,7,10,34,3,1,7,22,28,70,14,73,3,5,3,3,418,4,10,13,31,4,4,0,4,,,
2024-01,28,57,0,12,4,15,37,16,7,26,7,7,1,6,13,14,438,18,3,16,3,9,3,12,1,324,10,8,11,28,15,9,6,20,46,0,2,18,13,12,109,16,174,3,7,3,12,173,4,1,15,46,1,3,0,4,,,
2024-02,28,71,8,8,2,6,33,11,9,4,12,5,1,16,34,18,356,21,1,7,6,0,3,3,4,203,6,10,15,24,19,3,6,21,38,5,1,13,13,13,97,18,92,6,2,5,14,168,8,7,8,5,0,0,0,1,,,
2024-03,28,58,3,13,0,15,21,7,7,3,12,8,0,7,28,25,284,44,0,10,5,0,6,0,0,214,3,27,15,45,19,5,20,14,34,2,7,12,17,20,48,17,142,7,4,10,38,66,62,6,41,34,1,1,0,6,,,
2024-04,28,50,5,29,2,18,26,14,11,7,8,3,0,27,23,30,544,34,0,19,5,4,6,1,0,301,3,15,11,54,19,9,23,64,182,7,9,46,16,15,82,11,101,14,2,10,14,91,27,17,40,46,1,6,7,6,,,
2024-05,28,47,10,19,1,13,31,10,21,11,9,8,1,18,19,25,720,50,1,7,7,1,9,1,4,305,1,31,6,54,18,13,20,90,140,7,14,26,23,18,80,12,112,41,17,28,24,85,0,22,15,56,0,1,28,12,,,
2024-06,28,47,8,9,0,15,43,11,22,9,12,5,1,35,27,30,412,38,0,14,4,2,8,30,9,186,3,11,18,44,30,10,12,18,85,1,5,16,10,15,66,11,102,35,27,8,22,117,2,6,9,21,0,0,12,10,,,
2024-07,28,72,2,9,2,15,37,17,21,10,15,5,1,18,45,34,761,56,7,8,11,3,5,33,1,109,7,9,22,78,31,19,15,41,62,10,29,23,10,26,121,19,187,280,199,16,53,120,8,8,14,25,2,5,29,12,,,
2024-08,28,68,6,13,0,19,39,22,21,25,17,4,1,22,50,35,1173,42,0,13,15,7,6,54,3,157,15,17,13,55,24,12,11,99,149,13,13,22,18,18,70,20,158,44,28,12,28,225,7,11,16,25,2,4,65,7,,,
2024-09,28,42,2,10,0,16,33,9,18,16,15,2,5,17,33,43,423,30,1,9,12,1,8,29,8,58,3,19,23,79,25,2,12,28,83,1,11,47,13,19,56,5,79,15,18,7,15,10,5,9,9,22,3,2,28,9,,,
2024-10,28,62,8,10,1,29,35,7,10,9,11,4,1,36,28,46,607,25,6,7,11,2,7,6,3,92,5,27,14,73,17,10,8,17,46,1,2,15,22,16,98,20,149,17,12,5,19,144,2,16,21,8,1,0,11,16,,,
2024-11,28,25,5,7,0,16,31,11,7,11,1,3,9,22,19,33,415,43,3,11,1,2,7,4,4,125,3,10,10,37,26,9,10,86,79,3,7,24,14,72,65,14,103,15,4,6,3,113,3,8,10,24,0,3,0,10,,,
2024-12,28,32,4,0,0,9,18,9,9,23,8,4,1,17,15,30,325,22,3,7,2,6,8,5,6,33,4,7,17,23,13,8,7,10,31,4,2,18,2,12,67,10,98,10,8,1,2,79,2,9,15,17,0,7,0,5,,,
2025-01,28,54,7,3,1,20,46,28,2,30,1,10,3,15,28,27,445,12,3,12,1,18,8,10,6,90,5,6,16,30,15,4,10,48,110,10,5,25,20,13,71,9,137,0,5,3,4,23,1,2,7,21,1,8,0,1,,,
2025-02,28,40,22,2,0,22,20,16,6,19,3,5,3,7,26,20,275,9,1,14,4,11,12,2,4,123,5,4,13,34,7,5,7,10,38,0,0,13,6,4,82,14,76,2,8,8,1,41,0,5,12,6,0,5,0,1,,,
2025-03,28,45,7,13,1,29,33,19,10,17,15,8,1,6,35,52,338,32,0,10,10,4,5,2,6,225,4,12,17,22,15,9,14,15,49,1,9,13,15,13,55,23,166,7,11,10,10,216,2,7,16,40,1,4,0,3,,,
2025-04,28,43,2,20,0,18,60,25,5,14,9,3,5,20,24,25,280,19,2,5,5,5,4,4,2,141,4,9,18,51,14,15,18,25,49,3,3,25,24,24,68,12,139,11,9,10,14,94,2,9,11,54,2,4,4,7,,,
2025-05,28,40,2,9,2,17,28,6,8,6,20,3,3,15,27,30,453,17,1,9,6,2,7,4,4,141,4,26,9,58,19,8,6,20,34,1,1,6,14,14,56,9,150,15,30,11,24,25,5,12,6,28,1,3,13,13,,,
2025-06,28,39,3,20,2,21,37,22,17,8,12,2,1,24,37,30,282,22,3,20,9,5,5,39,0,140,3,20,12,94,52,6,20,13,34,0,0,8,12,28,93,5,186,28,29,19,28,96,11,8,20,35,0,1,37,11,,,
2025-07,28,36,0,12,2,16,62,32,16,12,8,3,1,18,68,39,332,25,4,16,6,5,12,29,8,110,5,22,19,83,57,14,42,20,59,1,2,14,11,120,46,20,131,25,53,15,41,57,11,6,35,57,0,33,71,10,,,
2025-08,28,59,8,11,4,29,43,20,12,17,23,2,2,25,49,41,302,26,5,14,5,8,18,20,4,115,7,18,28,83,69,11,28,21,67,1,5,21,17,71,77,10,118,27,21,14,61,79,7,10,52,40,2,16,72,8,,,
2025-09,28,60,4,9,2,18,45,18,14,17,22,5,3,27,47,37,341,18,1,11,10,5,15,14,7,61,9,19,24,55,33,9,16,16,39,3,2,23,25,35,32,7,116,12,5,8,15,21,4,10,22,15,1,5,19,7,,,
2025-10,28,45,6,3,1,24,34,13,9,6,13,1,8,16,49,26,502,11,2,10,9,3,18,5,6,59,4,17,21,64,25,7,15,15,36,1,1,9,17,17,62,5,134,15,9,5,7,46,4,24,21,12,1,2,8,6,,,
2025-11,28,39,7,2,0,15,31,17,6,41,3,5,2,13,42,30,233,19,5,10,6,4,20,5,5,68,7,11,10,35,17,6,5,17,24,2,2,14,9,16,63,18,105,10,11,11,7,161,1,14,11,20,0,7,0,25,,,
2025-12,28,43,7,3,0,19,43,20,0,24,3,10,13,9,37,15,219,16,0,10,5,6,8,18,3,72,7,7,18,21,17,6,1,6,25,1,0,8,10,6,76,14,99,3,4,2,3,102,0,13,10,20,0,4,0,5,,,
2019-01,29,5,16,4,0,8,23,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,3,0,0,3,3,13,10,0,0,0,6,0,15,0,14,0,0,0,5,3,0,0,11,0,0,1,0,0,,,
2019-02,29,26,15,3,0,8,26,24,0,1,1,0,1,0,3,44,3,1,2,2,5,0,2,0,4,145,1,1,4,1,5,2,4,4,3,0,0,0,4,0,100,1,4,1,2,0,1,4,5,0,17,3,1,0,0,0,,,
2019-03,29,21,30,12,2,15,34,14,2,19,32,1,2,11,29,87,21,3,1,11,10,7,2,21,0,172,8,10,3,46,32,9,12,3,21,0,3,7,16,6,98,9,22,9,2,1,3,31,16,11,8,8,0,3,0,0,,,
2019-04,29,19,19,24,2,18,43,21,1,7,41,3,0,12,34,90,43,4,3,2,10,9,2,0,1,165,5,10,4,49,23,6,11,9,22,0,2,3,7,5,59,5,22,21,4,77,11,61,13,18,7,8,2,5,0,2,,,
2019-05,29,26,15,17,3,26,43,6,0,9,31,0,1,19,21,73,42,2,1,4,5,4,6,10,1,145,4,30,3,68,21,13,29,2,4,0,2,7,20,5,97,6,28,20,10,6,16,34,13,16,3,24,0,16,550,1,,,
2019-06,29,37,26,23,0,21,61,10,1,13,53,1,0,27,20,93,36,5,3,10,4,6,8,0,2,150,3,18,5,75,33,10,25,5,24,1,4,6,22,7,116,6,29,28,11,0,16,54,16,7,3,12,0,1,1093,3,,,
2019-07,29,54,40,27,0,19,67,24,1,16,41,2,0,36,21,124,35,13,1,19,5,3,7,42,5,132,8,26,8,104,39,16,18,12,21,0,1,8,18,6,163,6,13,28,17,5,10,82,17,30,34,10,0,8,1787,3,,,
2019-08,29,32,16,5,0,24,55,17,1,6,37,1,1,50,39,87,50,10,4,12,10,2,3,11,8,79,16,22,2,69,30,16,12,15,75,0,6,2,29,7,113,8,31,37,11,9,17,95,18,6,53,4,1,2,1765,3,,,
2019-09,29,28,15,14,1,22,54,18,1,17,36,4,2,23,44,72,64,7,2,7,9,3,1,4,5,69,6,11,1,99,22,12,5,3,25,1,5,22,21,4,130,1,10,26,6,2,14,30,18,13,19,2,1,3,1180,2,,,
2019-10,29,20,14,12,0,15,49,25,0,7,15,1,0,22,29,96,89,6,2,3,9,3,6,3,4,88,12,25,2,82,21,4,5,9,18,0,7,4,16,3,178,7,17,30,6,1,10,37,27,10,19,9,0,4,214,1,,,
2019-11,29,14,11,8,0,15,37,28,0,8,7,2,1,5,24,63,55,7,0,20,3,1,4,6,4,25,5,13,1,38,9,3,7,2,18,0,1,1,24,4,138,1,26,18,7,4,2,26,7,14,11,2,0,0,7,2,,,
2019-12,29,18,22,18,0,23,24,13,0,7,16,1,0,13,23,82,97,7,1,14,10,2,4,3,4,47,4,12,0,37,12,3,7,3,40,0,5,2,32,2,76,5,18,13,1,14,4,11,10,12,7,1,0,0,0,5,,,
2020-01,29,36,19,6,1,35,52,21,1,7,12,0,3,13,15,93,45,4,1,11,7,4,1,21,6,64,7,12,2,52,9,4,5,5,4,0,2,4,24,3,95,9,21,11,2,1,3,4,11,16,4,5,1,2,0,2,,,
2020-02,29,33,17,9,1,13,30,12,4,8,17,1,1,11,23,50,70,3,0,5,3,2,3,1,5,60,12,13,2,35,15,9,10,1,10,0,1,15,17,4,125,3,23,13,0,0,5,1,7,16,5,1,0,0,0,0,,,
2020-03,29,28,15,2,0,32,26,16,11,2,24,3,2,22,38,92,40,5,1,10,6,2,6,0,5,42,13,16,4,34,22,3,7,4,25,1,1,3,25,2,86,1,31,4,3,2,7,6,11,19,3,2,0,7,0,1,,,
2020-04,29,29,25,10,2,29,15,8,60,2,37,2,0,20,33,98,94,6,0,13,10,3,2,0,4,32,7,15,5,47,10,5,10,2,56,1,4,9,3,3,59,1,29,26,4,3,9,28,12,6,2,5,0,9,0,2,,,
2020-05,29,38,19,13,9,32,37,20,16,7,63,2,3,20,36,140,34,5,0,14,5,2,0,4,3,45,6,29,1,74,23,8,31,5,86,0,1,3,16,6,53,2,35,28,6,3,15,38,9,10,4,27,0,26,128,7,,,
2020-06,29,33,22,11,2,25,38,13,5,12,58,0,0,13,34,147,41,6,1,8,1,4,1,6,4,38,7,20,2,66,25,2,11,11,90,1,11,6,20,6,172,7,22,48,32,3,13,118,25,5,2,5,0,3,182,5,,,
2020-07,29,51,16,14,0,44,32,19,16,15,48,0,0,32,46,175,39,8,3,64,6,5,3,23,5,49,11,24,6,101,36,4,8,3,53,1,2,5,16,8,178,8,15,49,21,13,12,58,17,9,4,8,0,4,917,3,,,
2020-08,29,76,13,9,2,34,42,11,9,15,45,2,0,20,37,113,36,4,5,8,14,1,4,7,2,45,13,18,5,82,28,6,10,7,26,0,0,5,24,10,99,8,18,66,63,0,15,28,17,11,1,5,0,1,1076,6,,,
2020-09,29,76,24,14,0,29,57,12,6,8,39,4,1,23,51,100,56,9,0,14,6,1,9,2,10,43,13,19,0,104,20,5,12,9,39,0,1,7,17,10,137,4,31,50,14,3,10,29,14,4,3,4,1,2,552,2,,,
2020-10,29,56,10,11,0,29,51,21,7,10,29,5,1,15,32,99,37,4,2,13,14,3,1,1,9,29,6,11,0,99,16,1,10,5,40,5,7,14,22,6,90,7,16,14,8,0,8,64,5,5,0,3,0,8,483,3,,,
2020-11,29,53,4,6,0,17,33,15,6,8,36,0,1,11,25,77,62,7,2,11,6,1,6,1,7,27,6,8,2,94,13,5,7,1,54,4,6,1,13,5,130,10,14,14,7,1,6,15,8,6,1,1,0,2,838,3,,,
2020-12,29,34,4,10,0,21,31,14,6,8,23,1,3,20,34,90,60,4,0,26,17,15,7,9,2,28,8,14,4,71,18,4,4,2,36,0,1,7,15,4,38,10,21,13,1,1,5,3,11,7,0,3,2,5,0,3,,,
2021-01,29,50,4,2,1,26,33,14,5,10,6,0,1,11,21,73,42,5,1,23,2,14,6,0,5,25,11,13,5,47,20,3,7,2,28,0,3,3,11,4,44,5,13,3,4,1,5,3,5,12,0,1,0,0,0,0,,,
2021-02,29,57,3,2,1,14,71,33,4,10,5,2,0,4,12,57,30,2,2,86,2,20,2,0,5,57,15,3,1,28,22,3,4,1,6,0,0,5,16,2,46,5,30,0,0,10,3,2,9,6,0,1,0,4,0,0,,,
2021-03,29,100,13,5,0,30,49,14,0,13,73,8,1,13,60,120,86,8,1,32,14,9,3,2,0,48,29,5,0,96,42,7,7,1,11,1,0,10,16,11,89,13,33,15,2,2,8,20,11,16,3,0,0,8,0,1,,,
2021-04,29,85,13,10,1,24,27,14,7,9,118,2,0,15,60,113,70,10,1,13,2,5,2,1,0,48,8,11,2,89,25,8,8,3,35,2,1,5,28,11,52,9,33,21,0,0,24,10,13,21,1,3,1,3,0,0,,,
